7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.853981633974482790e-01,-3.358757210636101418e-03,-3.358757210636100984e-03,-5.536221093843782595e-03,-3.078307121224726495e-01,-3.090466307004373792e-03,3.430963583624103280e-02,7.795236342599575208e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,0.000000000000000000e+00
7.853981633974482790e-01,-6.717514421272202836e-03,-6.717514421272201969e-03,-1.114102915959196485e-02,-3.405054819351261419e-01,-1.944954334441740401e-02,6.868779644758596370e-02,7.737050145741173335e-01,-2.000000000000000111e-01,-2.000000000000000111e-01,-2.000000000000000111e-01,-2.000000000000000111e-01,0.000000000000000000e+00
7.853981633974482790e-01,-1.007627163190830469e-02,-1.007627163190830295e-02,-1.679344555649014969e-02,-3.434028990920140467e-01,-8.784321641162232130e-02,1.254786794422358687e-01,7.679372143886505908e-01,-3.000000000000000444e-01,-3.000000000000000444e-01,-3.000000000000000444e-01,-3.000000000000000444e-01,0.000000000000000000e+00
7.853981633974482790e-01,-1.343502884254440567e-02,-1.343502884254440394e-02,-2.243633397775003299e-02,-2.757286295374740681e-01,-1.878432164116223269e-01,2.254786794422358742e-01,7.622165073413148528e-01,-4.000000000000000222e-01,-4.000000000000000222e-01,-4.000000000000000222e-01,-4.000000000000000222e-01,0.000000000000000000e+00
7.853981633974482790e-01,-1.671656754440765946e-02,-1.679378605318050666e-02,-2.800079288802847718e-02,-1.804162911331345931e-01,-2.878432164116223602e-01,3.254786794422358520e-01,7.565259712976928341e-01,-4.961714659570713448e-01,-5.000000000000000000e-01,-4.992304935219691875e-01,-5.000000000000000000e-01,0.000000000000000000e+00
7.851276915307119353e-01,-1.819187030494848548e-02,-1.858330458110516240e-02,-3.351757019683650196e-02,-9.348771608107328546e-02,-3.878432164116223380e-01,4.098073942115809110e-01,7.508536700496528660e-01,-5.378960815628462955e-01,-5.554773722295238692e-01,-5.453396004411534825e-01,-5.510928809161144137e-01,0.000000000000000000e+00
7.848002790095088832e-01,-1.885903676210281751e-02,-1.963620502587495875e-02,-3.903301883624913510e-02,-2.058290512782685877e-02,-4.878432164116223158e-01,4.699362217299426492e-01,7.452252016306371019e-01,-5.550921961764523349e-01,-5.894876760131533278e-01,-5.678432443458407697e-01,-5.797956554086627357e-01,0.000000000000000000e+00
7.844454400527214322e-01,-1.916523571867199613e-02,-2.036261714053567984e-02,-4.456077627480287823e-02,4.070800639453457659e-02,-5.878432164116222935e-01,5.127105572871882844e-01,7.396700566252452091e-01,-5.613157987005586991e-01,-6.139982084296119469e-01,-5.798189731168168493e-01,-5.985540615782515284e-01,0.000000000000000000e+00
7.840738509516076427e-01,-1.929465696756599291e-02,-2.093387449173022760e-02,-4.998569212516646570e-02,9.336542793114703531e-02,-6.876966053588797756e-01,5.432717773653007454e-01,7.341066828574814851e-01,-5.621378529831536630e-01,-6.340224097078905885e-01,-5.866646823016775647e-01,-6.125546079542646405e-01,0.000000000000000000e+00
7.836974275405256263e-01,-1.933303431569746711e-02,-2.142079263509107448e-02,-5.528478261762402590e-02,1.396611029097479806e-01,-7.721606553953196395e-01,5.649724740824343394e-01,7.285319552768662055e-01,-5.602075194675001368e-01,-6.515721057524737070e-01,-5.908363703972486780e-01,-6.240022823876226754e-01,0.000000000000000000e+00
7.833215391156235219e-01,-1.932258866357216068e-02,-2.185853334957899366e-02,-6.051458823846858626e-02,1.817767515845833681e-01,-8.462884199825493337e-01,5.806827242537281331e-01,7.229945174941090347e-01,-5.568252330745803169e-01,-6.676509878166594358e-01,-5.935474332080045157e-01,-6.339878152481327467e-01,0.000000000000000000e+00
7.829472860193332773e-01,-1.928208495578523016e-02,-2.226440565009630071e-02,-6.568773259211219129e-02,2.208852141801172786e-01,-9.127641664579048131e-01,5.919126854281306915e-01,7.175034636420761780e-01,-5.525585476428955811e-01,-6.827656492297312640e-01,-5.953475874424983827e-01,-6.430356369950261941e-01,0.000000000000000000e+00
7.825749322919284268e-01,-1.922163876354769999e-02,-2.264816317784816915e-02,-7.080912354070395542e-02,2.577058988437091469e-01,-9.732211219811851555e-01,5.995748953568792450e-01,7.120611025828483820e-01,-5.477107396286090557e-01,-6.972044697842229022e-01,-5.965358293250914157e-01,-6.514384076526382739e-01,0.000000000000000000e+00
7.822044799205146726e-01,-1.914734571027010279e-02,-2.301588185425489791e-02,-7.588137958719286258e-02,2.927181452790656446e-01,-1.028741628666630437e+00,6.042710647379820887e-01,7.066678059707833803e-01,-5.424632780370660656e-01,-7.111484374703365141e-01,-5.972935956490974529e-01,-6.593771474232028584e-01,0.000000000000000000e+00
7.818358314260785979e-01,-1.906316783594963829e-02,-2.337163398474944101e-02,-8.090622640048207581e-02,3.262599346915313614e-01,-1.080086617432171048e+00,6.064228422796184015e-01,7.013232383181329244e-01,-5.369332993454555281e-01,-7.247196828323475559e-01,-5.977396030778197034e-01,-6.669724066648808902e-01,0.000000000000000000e+00
7.814688496456186906e-01,-1.897182818545405797e-02,-2.371830495824052767e-02,-8.588497308129842966e-02,3.585794700798790036e-01,-1.127814796698049182e+00,6.063394241964745746e-01,6.960267697936930453e-01,-5.312007245926040344e-01,-7.380053139938210771e-01,-5.979559961345295438e-01,-6.743090700167930773e-01,0.000000000000000000e+00
7.811033834115945762e-01,-1.887528130526628517e-02,-2.405803032951116943e-02,-9.081870655614662780e-02,3.898645763708037393e-01,-1.172350292407889905e+00,6.042557951221606549e-01,6.907776414291593170e-01,-5.253224749610845290e-01,-7.510702238826170163e-01,-5.980021465071900799e-01,-6.814495799014089750e-01,0.000000000000000000e+00
7.807392797088122949e-01,-1.877498025184334493e-02,-2.439244701726547837e-02,-9.570838167220332982e-02,4.202605928727155549e-01,-1.214023688759442221e+00,6.003558773527026826e-01,6.855750397160980114e-01,-5.193405198955622915e-01,-7.639644718963749526e-01,-5.979225040972967475e-01,-6.884415152595378951e-01,0.000000000000000000e+00
7.803763897616987633e-01,-1.867203722707711649e-02,-2.472284602069063295e-02,-1.005548671594232862e-01,4.498818363674885745e-01,-1.253098272680768677e+00,5.947873131419642023e-01,6.804181332976342311e-01,-5.132867092735865500e-01,-7.767277822413315436e-01,-5.977513305127404308e-01,-6.953221885670749502e-01,0.000000000000000000e+00
7.800145721349712735e-01,-1.856732476563335496e-02,-2.505026956801689741e-02,-1.053589709295149196e-01,4.788192566962656271e-01,-1.289787545268477054e+00,5.876713214128813645e-01,6.753060921328588595e-01,-5.071858115734840800e-01,-7.893924117868498236e-01,-5.975156869722203501e-01,-7.021215639530108410e-01,0.000000000000000000e+00
7.796536942556903105e-01,-1.846154186315410173e-02,-2.537557525660232710e-02,-1.101214548961081535e-01,5.071457291368594023e-01,-1.324267325067594481e+00,5.791095094697004120e-01,6.702380979021662633e-01,-5.010574955216497983e-01,-8.019850477663220678e-01,-5.972373912792571238e-01,-7.088641795736120299e-01,0.000000000000000000e+00
7.792936330512059140e-01,-1.835525849319812400e-02,-2.569947973100866409e-02,-1.148430441221861137e-01,5.349198224625600906e-01,-1.356684366026641664e+00,5.691887236578768716e-01,6.652133497574586052e-01,-4.949176612005243281e-01,-8.145281032807060173e-01,-5.969343385887214692e-01,-7.155704534574063302e-01,0.000000000000000000e+00
7.789342750677222815e-01,-1.824894630175832172e-02,-2.602258921492252644e-02,-1.195244327227915626e-01,5.621885519494681516e-01,-1.387162652366913163e+00,5.579845919462393944e-01,6.602310674733407048e-01,-4.887793554534248797e-01,-8.270406254855964256e-01,-5.966214148896720193e-01,-7.222575936142469066e-01,0.000000000000000000e+00
7.785755162716139210e-01,-1.814300018348796381e-02,-2.634542133903692782e-02,-1.241662878215605975e-01,5.889894383058992267e-01,-1.415808099568721889e+00,5.455641666631678710e-01,6.552904930889950075e-01,-4.826534132699401569e-01,-8.395389470928756870e-01,-5.963111416115224328e-01,-7.289402463161910317e-01,0.000000000000000000e+00
7.782172616512568197e-01,-1.803775368613853153e-02,-2.666842105872039778e-02,-1.287692522905159176e-01,6.153520814409884077e-01,-1.442712133810452935e+00,5.319879308078776514e-01,6.503908916460777734e-01,-4.765489138245229128e-01,-8.520371634241252767e-01,-5.960141381171568664e-01,-7.356309666963888327e-01,0.000000000000000000e+00
