1.154888854868031833e+00,9.398661649086892389e-01,-1.154888854868031833e+00,-4.993685255191286643e-02,-1.345872895957972437e-01,-4.391912191224290885e-01
1.120465253340419354e+00,9.489323494407370108e-01,-1.120162512907751484e+00,-7.345700644540163748e-02,-1.321564092453857697e-01,-4.558075725977065451e-01
1.075822612843441384e+00,9.105672369092490115e-01,-1.075490468262141563e+00,-9.639479982437586247e-02,-1.316164678311793901e-01,-4.736767959049263954e-01
1.065664647779711594e+00,1.031632109291956700e+00,-1.065504273374093591e+00,-8.012179808396598102e-02,-1.247774232202446543e-01,-4.487491120981315640e-01
1.053605574168927639e+00,1.152090666409177455e+00,-1.053530850897546500e+00,-6.318163798519563223e-02,-1.181993098503255901e-01,-4.226789334097054152e-01
1.039727146885787601e+00,1.271903948908041926e+00,-1.039719088126031643e+00,-4.556355410802595540e-02,-1.118371012163604516e-01,-3.954951774796344743e-01
1.023616183286167214e+00,1.391401250264276523e+00,-1.023257424392628678e+00,-2.734108571812522703e-02,-1.051299620188244771e-01,-3.674605447780909806e-01
1.005362265452471204e+00,1.510485681654105683e+00,-1.004271083838922385e+00,-9.971343824247677623e-03,-9.786230252553816678e-02,-3.397607394123303148e-01
9.847930042727512934e-01,1.629124400919430560e+00,-9.829050349472185921e-01,6.817134618429976367e-03,-9.048390757965335540e-02,-3.116435564590318563e-01
9.606459263735001031e-01,1.730048406552614937e+00,-9.581414995218019426e-01,2.290900794824202169e-02,-8.393091577174294216e-02,-2.849142940180258710e-01
9.326186686455032460e-01,1.797015112728209907e+00,-9.298549262160652473e-01,3.758666570362258902e-02,-7.871824295525386983e-02,-2.617615570746482656e-01
9.023243278089936315e-01,1.834012834114282509e+00,-8.996360548140799329e-01,5.022214018070021713e-02,-7.445031714946585832e-02,-2.418058518212407582e-01
8.707792590375716957e-01,1.844136970805749121e+00,-8.684554975494443996e-01,6.020133999028708799e-02,-7.082004636675402753e-02,-2.247106015954105085e-01
8.385779131280186594e-01,1.829846667321437081e+00,-8.368440155828653637e-01,6.694195964847896030e-02,-6.758696037165841386e-02,-2.102109799648297639e-01
8.060191984177429436e-01,1.793180432100258681e+00,-8.050185511256241488e-01,6.992242437112958231e-02,-6.456301401207142909e-02,-1.981278541524401915e-01
7.732043215305088868e-01,1.735930310136442500e+00,-7.729744931169734157e-01,6.871680223496012818e-02,-6.160505032608440401e-02,-1.883715371251079296e-01
7.404739721586954815e-01,1.664283319235357661e+00,-7.409148994379383124e-01,6.408834027693643964e-02,-5.863740271894585243e-02,-1.803637888996889593e-01
7.090957282976994014e-01,1.595309929826293605e+00,-7.100121985297185301e-01,5.983770908485931683e-02,-5.582857482124134463e-02,-1.726822963299812497e-01
6.801282361192350079e-01,1.541754531469242462e+00,-6.813450535942633390e-01,5.717310868056679762e-02,-5.296012985359552228e-02,-1.636960726082363482e-01
6.533890502913616283e-01,1.500479063458906914e+00,-6.545409884284977275e-01,5.591936804691885476e-02,-5.005523414607716826e-02,-1.537858713495412200e-01
6.297083431746419713e-01,1.467199077526703865e+00,-6.279144128942327763e-01,5.563847945110635129e-02,-4.685023997826708031e-02,-1.436372465599495551e-01
6.273734273897828562e-01,1.449708938200697572e+00,-6.271205144197253833e-01,5.747085349559317297e-02,-4.780104188385323610e-02,-1.308460360444627102e-01
6.040381250265405289e-01,1.429282562255353994e+00,-6.059473129066352826e-01,5.881645667638748382e-02,-4.607351927095951205e-02,-1.201056056400119365e-01
5.824919455709487437e-01,1.409603214802958471e+00,-5.828812338881628197e-01,6.070948374537642883e-02,-4.363901686324291734e-02,-1.097056091095178210e-01
5.606523781855263788e-01,1.391628920745808573e+00,-5.617766966700571407e-01,6.291181642326482137e-02,-4.139824929821349364e-02,-9.961772467796715935e-02
5.396385266791040580e-01,1.373191439664317004e+00,-5.411689338414267247e-01,6.514990162456532619e-02,-3.930860685039301583e-02,-9.009873092316324217e-02
5.192160985009924845e-01,1.353705922376869930e+00,-5.211432535517377396e-01,6.729762818916615319e-02,-3.735612788943784568e-02,-8.121339123576293284e-02
4.993164564165490926e-01,1.332785443524740598e+00,-5.016625185821592670e-01,6.925833337518297328e-02,-3.552565200108696863e-02,-7.299679098194629401e-02
4.799060154962089819e-01,1.310282148792191625e+00,-4.826997449715110244e-01,7.097052582515614438e-02,-3.380277957597040139e-02,-6.545175086224500061e-02
4.609717414627955145e-01,1.286242853584122603e+00,-4.642413431853039674e-01,7.240513262381358117e-02,-3.217467196319123007e-02,-5.855579073903689757e-02
4.425149119260675112e-01,1.260869704271138980e+00,-4.462844342658244257e-01,7.356223280891079075e-02,-3.063054393557207086e-02,-5.226777836415781586e-02
4.245473890283077978e-01,1.234491366230938691e+00,-4.288344163598663550e-01,7.446825921514341196e-02,-2.916191023884828759e-02,-4.653345270476789974e-02
4.070892464701405533e-01,1.207543886682476142e+00,-4.119033051130417400e-01,7.517387624990050365e-02,-2.776265343333200741e-02,-4.128979960528088300e-02
3.897602522054624541e-01,1.175720957886742024e+00,-3.951749390601019818e-01,7.487298868363258253e-02,-2.645659893633001830e-02,-3.760207411393814980e-02
3.724391663789540785e-01,1.137573097494780638e+00,-3.785392421857531886e-01,7.338631994358889299e-02,-2.525362435737630445e-02,-3.579235694062338907e-02
3.551557324649141090e-01,1.093446793522600879e+00,-3.620058579844565028e-01,7.088345317518680855e-02,-2.415124395316513295e-02,-3.570820322280868903e-02
3.379354701918416692e-01,1.043688718811895288e+00,-3.455797734693294987e-01,6.753068361136227438e-02,-2.314292966918065145e-02,-3.715003603256698123e-02
3.208143107898659974e-01,9.888013775285529050e-01,-3.292734073959761032e-01,6.349466874629006163e-02,-2.221315082274103944e-02,-3.981370161909034838e-02
3.038680282509875208e-01,9.297907577089710163e-01,-3.131317734923790286e-01,5.894637356511390341e-02,-2.132732593418013023e-02,-4.317361911456956552e-02
2.867367142190964113e-01,8.690051192278759329e-01,-2.970311795877451089e-01,5.380266219632526270e-02,-2.025801268845050379e-02,-4.683358848404824137e-02
2.700453844536114256e-01,8.114100042659044831e-01,-2.814371480029816963e-01,4.809324103809315548e-02,-1.879585589562769374e-02,-4.946640660032884662e-02
2.548287706195058178e-01,7.736074748934125278e-01,-2.673237914147182370e-01,4.436667131211626675e-02,-1.715462412583024579e-02,-4.964557073039090052e-02
2.397638995991543676e-01,7.372813850577943917e-01,-2.535897031185702089e-01,4.075241954766076896e-02,-1.555900430035796374e-02,-5.045393585138059633e-02
2.251898765442094386e-01,7.023324704234011895e-01,-2.403674964424051541e-01,3.725323340120750837e-02,-1.400837194619952014e-02,-5.148037380598333157e-02
2.111461641937940337e-01,6.687022327228909768e-01,-2.276612267761101704e-01,3.395420918306883695e-02,-1.250514953436298801e-02,-5.258789633278890957e-02
1.976368910729206230e-01,6.363388415407524867e-01,-2.154598578674549181e-01,3.085884423609163568e-02,-1.104854594300371667e-02,-5.373537888479269081e-02
1.846615369987527899e-01,6.051932494939392670e-01,-2.037499341872410774e-01,2.796656105832580341e-02,-9.637427103681161372e-03,-5.488982393618699329e-02
1.722159714174127110e-01,5.752188843688613717e-01,-1.925163876729995283e-01,2.527382108582130332e-02,-8.270433749152620792e-03,-5.602479939901524458e-02
1.602755883554263239e-01,5.463729220859998570e-01,-1.817381532048170378e-01,2.277354173541594126e-02,-6.954083187487022227e-03,-5.712199192622310906e-02
1.487469832137271186e-01,5.186197153483229627e-01,-1.713767167086873433e-01,2.045241122531540195e-02,-5.724526721251139288e-03,-5.817764497418652370e-02
1.376210680286311383e-01,4.919176227593871076e-01,-1.614189192403823470e-01,1.830343092072624078e-02,-4.578660053415771827e-03,-5.917799734035016773e-02
1.268885403416168123e-01,4.662267070928157731e-01,-1.518516212669616117e-01,1.631894222394227739e-02,-3.512934168015708659e-03,-6.011217787752545783e-02
1.165399528577542865e-01,4.415086510245850859e-01,-1.426617753130555721e-01,1.449088047863044369e-02,-2.523511672693721890e-03,-6.097172529248112705e-02
1.065657719703561740e-01,4.177266790388496354e-01,-1.338364838718812400e-01,1.281097091204446217e-02,-1.606387472954059082e-03,-6.175018817043037567e-02
