0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000146,0.000018,-0.000571,0.000830,-0.000067,-0.000276
0.000438,0.000055,-0.001714,0.002488,-0.000202,-0.000829
0.000877,0.000110,-0.003429,0.004977,-0.000405,-0.001658
0.001461,0.000183,-0.005716,0.008296,-0.000675,-0.002763
0.002191,0.000276,-0.008578,0.012447,-0.001012,-0.004145
0.003067,0.000388,-0.012015,0.017430,-0.001418,-0.005803
0.004089,0.000521,-0.016030,0.023247,-0.001891,-0.007738
0.005256,0.000675,-0.020625,0.029899,-0.002433,-0.009949
0.006568,0.000852,-0.025803,0.037389,-0.003043,-0.012438
0.008026,0.001052,-0.031567,0.045718,-0.003723,-0.015202
0.009628,0.001275,-0.037920,0.054889,-0.004471,-0.018244
0.011375,0.001525,-0.044866,0.064904,-0.005289,-0.021563
0.013267,0.001801,-0.052407,0.075765,-0.006177,-0.025158
0.015303,0.002104,-0.060547,0.087475,-0.007135,-0.029031
0.017482,0.002436,-0.069290,0.100036,-0.008163,-0.033181
0.019805,0.002798,-0.078639,0.113450,-0.009263,-0.037608
0.022272,0.003190,-0.088595,0.127719,-0.010434,-0.042312
0.024882,0.003613,-0.099163,0.142845,-0.011677,-0.047293
0.027635,0.004067,-0.110342,0.158829,-0.012992,-0.052551
0.030530,0.004553,-0.122136,0.175672,-0.014380,-0.058086
0.033568,0.005070,-0.134543,0.193374,-0.015840,-0.063897
0.036749,0.005617,-0.147564,0.211936,-0.017373,-0.069984
0.040073,0.006194,-0.161197,0.231357,-0.018980,-0.076348
0.043539,0.006800,-0.175440,0.251634,-0.020659,-0.082986
0.047147,0.007431,-0.190287,0.272766,-0.022413,-0.089899
0.050898,0.008086,-0.205735,0.294748,-0.024239,-0.097086
0.054793,0.008761,-0.221775,0.317577,-0.026139,-0.104547
0.058830,0.009452,-0.238399,0.341247,-0.028111,-0.112280
0.063012,0.010155,-0.255597,0.365751,-0.030157,-0.120284
0.067338,0.010864,-0.273355,0.391081,-0.032274,-0.128558
0.071809,0.011573,-0.291660,0.417227,-0.034463,-0.137102
0.076427,0.012275,-0.310495,0.444180,-0.036723,-0.145913
0.081191,0.012961,-0.329842,0.471927,-0.039052,-0.154991
0.086103,0.013624,-0.349679,0.500455,-0.041450,-0.164333
0.091165,0.014254,-0.369986,0.529750,-0.043915,-0.173937
0.096378,0.014841,-0.390737,0.559794,-0.046446,-0.183803
