0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.005831,-0.006514,0.000683,0.000000,-0.000000
-0.000003,0.017494,-0.019543,0.002048,-0.000003,0.000001
-0.000023,0.034987,-0.039083,0.004088,-0.000023,0.000008
-0.000084,0.058304,-0.065114,0.006782,-0.000084,0.000028
-0.000218,0.087427,-0.097576,0.010076,-0.000218,0.000073
-0.000470,0.122314,-0.136333,0.013861,-0.000470,0.000157
-0.000892,0.162886,-0.181126,0.017942,-0.000892,0.000298
-0.001546,0.209013,-0.231530,0.022002,-0.001546,0.000514
-0.002504,0.260498,-0.286904,0.025577,-0.002504,0.000829
-0.003843,0.317073,-0.346364,0.028029,-0.003843,0.001262
-0.005647,0.378393,-0.408770,0.028543,-0.005647,0.001834
-0.008005,0.444047,-0.472751,0.026138,-0.008005,0.002565
-0.011014,0.513572,-0.536750,0.019708,-0.011014,0.003470
-0.014774,0.586472,-0.599097,0.008065,-0.014774,0.004560
-0.019396,0.662233,-0.658066,-0.010011,-0.019396,0.005844
-0.025000,0.740327,-0.711935,-0.035723,-0.025000,0.007330
-0.031724,0.820207,-0.759011,-0.070225,-0.031723,0.009026
-0.039720,0.901292,-0.797642,-0.114593,-0.039719,0.010938
-0.049165,0.982942,-0.826221,-0.169811,-0.049164,0.013079
-0.060260,1.064435,-0.843171,-0.236747,-0.060258,0.015465
-0.073236,1.144946,-0.846947,-0.316146,-0.073234,0.018116
-0.088364,1.223532,-0.836029,-0.408617,-0.088361,0.021059
-0.105961,1.299136,-0.808930,-0.514623,-0.105955,0.024324
-0.126410,1.370606,-0.764216,-0.634488,-0.126401,0.027944
-0.150188,1.436737,-0.700537,-0.768399,-0.150173,0.031947
-0.177887,1.496357,-0.616693,-0.916419,-0.177864,0.036348
-0.210219,1.548438,-0.511767,-1.078463,-0.210182,0.041139
-0.247879,1.592257,-0.385347,-1.254218,-0.247823,0.046273
-0.291031,1.627555,-0.237855,-1.442961,-0.290946,0.051644
-0.337969,1.654601,-0.070841,-1.643315,-0.337842,0.057091
-0.383607,1.674239,0.112655,-1.852920,-0.383430,0.062451
-0.421971,1.688954,0.305908,-2.067298,-0.421743,0.067587
-0.452129,1.704333,0.495866,-2.278667,-0.451854,0.072305
-0.476848,1.726658,0.668581,-2.479097,-0.476529,0.076391
-0.498298,1.759406,0.816646,-2.664552,-0.497935,0.079760
-0.517483,1.803186,0.938746,-2.834348,-0.517075,0.082448
-0.534841,1.857136,1.036185,-2.989006,-0.534389,0.084545
-0.550570,1.919824,1.110895,-3.129112,-0.550075,0.086151
-0.564753,1.989620,1.164778,-3.255031,-0.564215,0.087367
-0.577415,2.064858,1.199596,-3.366945,-0.576839,0.088284
-0.588568,2.143926,1.217004,-3.464969,-0.587957,0.088985
-0.598233,2.225324,1.218598,-3.549271,-0.597592,0.089539
-0.606454,2.307715,1.205953,-3.620142,-0.605788,0.090001
-0.613303,2.389955,1.180627,-3.678039,-0.612619,0.090411
-0.618878,2.471099,1.144161,-3.723590,-0.618181,0.090796
-0.623291,2.550392,1.098067,-3.757574,-0.622586,0.091173
-0.626661,2.627251,1.043810,-3.780887,-0.625953,0.091549
-0.629110,2.701232,0.982802,-3.794504,-0.628404,0.091925
-0.630750,2.771993,0.916400,-3.799445,-0.630049,0.092300
-0.631687,2.839269,0.845906,-3.796744,-0.630995,0.092668
-0.632015,2.902834,0.772574,-3.787431,-0.631337,0.093023
-0.631822,2.962483,0.697623,-3.772516,-0.631159,0.093359
-0.631185,3.018011,0.622239,-3.752978,-0.630539,0.093669
-0.630174,3.069202,0.547579,-3.729759,-0.629548,0.093947
-0.628856,3.115830,0.474761,-3.703749,-0.628251,0.094191
-0.627291,3.157658,0.404840,-3.675771,-0.626709,0.094397
-0.625540,3.194455,0.338781,-3.646563,-0.624981,0.094567
-0.623658,3.226005,0.277424,-3.616757,-0.623123,0.094702
-0.621697,3.252124,0.221452,-3.586859,-0.621186,0.094807
-0.619705,3.272669,0.171374,-3.557249,-0.619217,0.094886
-0.617720,3.287540,0.127534,-3.528180,-0.617256,0.094945
-0.615777,3.296677,0.090127,-3.499797,-0.615337,0.094990
-0.613899,3.300052,0.059238,-3.472164,-0.613482,0.095026
-0.612100,3.297657,0.034879,-3.445292,-0.611706,0.095056
-0.610384,3.289493,0.017028,-3.419159,-0.610012,0.095082
-0.608746,3.275560,0.005654,-3.393739,-0.608395,0.095104
-0.607168,3.255857,0.000740,-3.369004,-0.606839,0.095121
-0.605624,3.230373,0.002284,-3.344940,-0.605317,0.095127
-0.604079,3.199097,0.010298,-3.321535,-0.603792,0.095118
-0.602484,3.162015,0.024794,-3.298773,-0.602218,0.095085
-0.600782,3.119126,0.045752,-3.276617,-0.600538,0.095019
-0.598904,3.070449,0.073084,-3.254979,-0.598682,0.094906
-0.596769,3.016042,0.106586,-3.233688,-0.596571,0.094732
-0.594286,2.956020,0.145878,-3.212454,-0.594113,0.094481
-0.591349,2.890574,0.190344,-3.190824,-0.591203,0.094136
-0.587841,2.819986,0.239084,-3.168150,-0.587723,0.093677
-0.583630,2.744644,0.290874,-3.143565,-0.583545,0.093085
-0.578571,2.665041,0.344172,-3.115991,-0.578522,0.092342
-0.572503,2.581767,0.397151,-3.084165,-0.572493,0.091431
-0.565241,2.495490,0.447779,-3.046700,-0.565275,0.090337
-0.556578,2.406941,0.493908,-3.002157,-0.556661,0.089047
-0.546265,2.316890,0.533372,-2.949120,-0.546402,0.087546
-0.534006,2.226145,0.564063,-2.886270,-0.534203,0.085821
-0.519431,2.135548,0.583990,-2.812437,-0.519696,0.083854
-0.502072,2.045978,0.591320,-2.726642,-0.502411,0.081622
-0.481319,1.958344,0.584423,-2.628137,-0.481740,0.079099
-0.456352,1.873555,0.561932,-2.516433,-0.456863,0.076252
-0.426044,1.792462,0.522853,-2.391355,-0.426655,0.073042
-0.388819,1.715740,0.466738,-2.253107,-0.389540,0.069432
-0.342485,1.643714,0.393974,-2.102392,-0.343326,0.065381
-0.284244,1.576160,0.306125,-1.940569,-0.285216,0.060849
-0.211655,1.512317,0.205915,-1.769660,-0.212766,0.055767
-0.126586,1.451795,0.095550,-1.591574,-0.127834,0.049993
-0.041665,1.396532,-0.027097,-1.406212,-0.043025,0.043354
0.025939,1.349270,-0.165918,-1.212542,0.024500,0.036013
0.072679,1.308080,-0.315587,-1.014202,0.071186,0.028535
0.105038,1.267326,-0.463138,-0.818826,0.103504,0.021431
0.129060,1.221898,-0.596921,-0.633179,0.127490,0.014982
0.148169,1.169050,-0.710488,-0.461052,0.146566,0.009285
0.164076,1.108136,-0.801765,-0.303861,0.162442,0.004322
0.177634,1.039743,-0.871014,-0.161867,0.175969,0.000024
0.189289,0.965041,-0.919459,-0.034937,0.187593,-0.003697
0.199289,0.885427,-0.948661,0.077183,0.197563,-0.006929
0.207790,0.802327,-0.960295,0.174820,0.206033,-0.009758
0.214907,0.717096,-0.956075,0.258402,0.213119,-0.012254
0.220741,0.630953,-0.937726,0.328495,0.218922,-0.014481
0.225389,0.544956,-0.906977,0.385817,0.223540,-0.016486
0.228952,0.459991,-0.865549,0.431237,0.227073,-0.018306
0.231529,0.376790,-0.815140,0.465750,0.229619,-0.019969
0.233216,0.295950,-0.757427,0.490453,0.231277,-0.021494
0.234107,0.217965,-0.694054,0.506511,0.232138,-0.022895
0.234291,0.143257,-0.626641,0.515127,0.232293,-0.024181
0.233851,0.072203,-0.556777,0.517524,0.231823,-0.025359
0.232866,0.005155,-0.486014,0.514909,0.230810,-0.026436
0.231415,-0.057553,-0.415853,0.508454,0.229330,-0.027420
0.229573,-0.115600,-0.347702,0.499260,0.227460,-0.028320
0.227418,-0.168692,-0.282840,0.488321,0.225277,-0.029147
0.225026,-0.216577,-0.222353,0.476488,0.222857,-0.029917
0.222475,-0.259055,-0.167103,0.464441,0.220278,-0.030644
0.219838,-0.295996,-0.117698,0.452675,0.217613,-0.031347
0.217184,-0.327332,-0.074505,0.441508,0.214932,-0.032043
0.214577,-0.353053,-0.037685,0.431108,0.212297,-0.032748
0.212073,-0.373191,-0.007239,0.421523,0.209765,-0.033477
0.209716,-0.387802,0.016928,0.412728,0.207381,-0.034242
